MSE,MAE,R2,fold,crypto
0.027816594483725855,0.14002917101250084,0.6161240851034394,1,ETHUSDT
0.8821495227232622,0.8030203443562055,-0.25331662588811654,2,ETHUSDT
0.02627525493074979,0.12814461265493618,0.8664252698593853,3,ETHUSDT
0.023620953537208715,0.13271512619612022,0.6102728172014751,4,ETHUSDT
0.01128573734648727,0.08261554225323817,0.7768528912750956,5,ETHUSDT
