MSE,MAE,R2,fold,crypto
1.2941119047977454,1.0560744008062903,-5.136560488904204,1,LINKUSDT
0.07099656585830418,0.23781640228610657,0.7461252003001038,2,LINKUSDT
0.008528543228259357,0.07451778201389989,0.28756229001104616,3,LINKUSDT
0.00871743997874498,0.07632554228344403,0.9394118112454618,4,LINKUSDT
0.00795754877992349,0.07019330519179964,0.8908042778790608,5,LINKUSDT
