Close,Volume,Tradecount,Volume USDT,sma_7,volatility_7,ema_14,rsi_14,target
384.79,4435.86855,4574,1704441.3942666,356.79714285714283,24.814409600261097,348.0815174025099,79.89023670688633,388.46
388.46,4198.68434,4124,1635227.6137661,365.5428571428571,23.40950214071624,354.0722053761753,85.22963619732401,343.14
343.14,8240.32724,8217,2904008.4613861,367.3071428571428,20.657390698638554,352.47428332124895,64.80525592565573,341.77
341.77,5253.62211,6153,1801702.6178029,366.3985714285714,21.752283733416487,350.9295002706593,62.58181944833713,283.77
283.77,6737.81061,7403,2002446.181802,357.5085714285714,38.072574305997755,341.34268628751414,40.28419429649561,312.09
312.09,8344.41924,8999,2397490.9178386,348.5642857142857,40.62926935808017,337.20589663435607,50.52472064824668,335.0
335.0,5486.30988,7089,1793962.8584994,341.2885714285714,37.24170217581874,336.89644924958105,54.09473272673587,334.49
334.49,3103.89745,2635,1027135.6869524,334.1028571428571,31.921965120318887,336.5611974829795,52.42752188945526,302.99
302.99,4915.75693,3227,1494309.8866163,321.89285714285717,22.670808480132603,331.91206822472105,45.25792704598937,296.74
296.74,2740.58822,1956,813750.3589359,315.2642857142857,22.201549388231633,327.06620875856044,43.41112036938083,293.5
293.5,4156.45099,2494,1181903.7721999,308.36857142857144,19.982191595327368,322.4620516141483,38.81861499258828,297.3
297.3,4829.64647,3490,1436811.8161569,310.3014285714286,17.734147313935683,319.0238417356844,40.100013980321215,293.96
293.96,5176.31402,5279,1573452.4124519,307.7114285714286,18.72559071482227,315.6103479123732,31.69990732638847,276.91
276.91,6451.22836,4527,1761080.8976069,299.4128571428572,17.444599655562314,310.35469550260655,25.925270016103795,215.21
215.21,12601.95676,8166,3110767.7805647,282.3728571428572,30.694919076987972,297.4655305900038,20.454386067456255,253.0
253.0,14223.8953,9198,3319311.826735,275.2314285714286,30.91322933015941,291.4546635378638,28.9068813307495,249.31
249.31,10362.06011,8859,2647152.3723708,268.4557142857143,30.609628581620193,285.7680355943414,33.21286554914619,257.55
257.55,4614.53337,5277,1149704.2949294,263.32000000000005,28.661197927976463,281.96661755489595,35.29370505653465,294.57
294.57,4125.97051,3440,1182937.633574,262.93,28.135514330941984,283.6621493698056,52.03496861437459,284.0
284.0,1869.90852,1896,535773.5652001,261.50714285714287,26.50960625527091,283.7075460619421,44.32777100848595,282.0
282.0,1060.56734,1431,302739.7337531,262.2342857142857,27.066471791463144,283.47834200558214,38.310540201378195,257.0
257.0,1912.55583,2751,516193.1970608,268.20428571428573,18.084023203868984,279.92733623322596,34.57541906900805,264.0
264.0,1464.5125,2144,382962.217943,269.7757142857143,16.987305904843737,277.7929812880947,41.40014742775568,285.93
285.93,2824.33572,3901,788810.3244239,275.00714285714287,15.176472706446058,278.882656004053,47.769935764413496,282.0
282.0,5575.54422,8022,1582877.4871329,278.5,13.170040496013897,279.29987438617366,47.6343262285832,294.42
294.42,5870.48035,9165,1705551.9921018,278.4785714285714,13.13962255745424,281.3224980511256,49.427842132907706,287.9
287.9,4566.92804,7329,1332125.1654396,279.0357142857143,13.490752211721729,282.20198812417607,48.81110930175183,309.74
309.74,5518.10382,8208,1641896.8743651,282.99857142857144,17.87008154110369,285.8827538381891,56.3219688484207,302.44
302.44,6600.90922,10534,2009233.8887105,289.48999999999995,14.849869808631846,288.0950909196743,71.24969063339503,292.22
292.22,11089.19902,13098,3213725.0903979,293.5214285714286,9.721605540531742,288.6460942184278,61.036690373065824,304.36
304.36,4020.60795,8168,1214456.8380462,296.1542857142857,9.818171685098957,290.7446333260568,64.78804648883764,303.95
303.95,5060.05758,8900,1518988.30299,299.29,7.8525940512239245,292.50778942890014,63.01177295476824,296.5
296.5,3710.83747,7454,1116501.2248122,299.58714285714285,7.674943461866104,293.04072349697714,50.64882196541714,292.48
292.48,5546.85702,9327,1622460.7267746,300.24142857142857,6.637696459292055,292.96588255327356,52.982130104446334,291.99
291.99,4014.88792,7233,1176260.2171869,297.7057142857143,5.733067408006444,292.83564753024234,53.55085839402846,294.81
294.81,3412.39016,6125,994768.4954065,296.61571428571426,5.398508612392775,293.09910026082434,65.95492511292976,310.8
310.8,3541.02359,6064,1063779.3539251,299.27000000000004,7.157960603411,295.4608186238074,68.35581301395213,311.01
311.01,2165.79076,4289,672026.6685328,300.21999999999997,8.296790544139181,297.53525958131775,61.85702660742838,311.07
311.07,2960.93198,6247,923989.787554,301.2371428571428,9.215819215322522,299.3408094844503,64.26537540764298,297.19
297.19,4885.37863,8680,1462524.6249531,301.3357142857143,9.160228994849382,299.05390848709993,51.340099479812345,298.64
298.64,6749.27468,9392,2028540.4729273,302.2157142857142,8.434859922058342,298.9986996086526,55.46397256312968,304.01
304.01,3724.6863,4079,1125331.5033572,303.93285714285713,7.1285265291064634,299.66709417634524,46.49797517453058,303.99
303.99,7827.75596,4956,2397065.1633671,305.2442857142857,5.910910412512281,300.2436469710974,51.03984013742437,337.96
337.96,17925.36585,9898,5832987.2559101,309.1242857142857,13.806425867619733,305.2737442943045,73.27023783289245,342.0
342.0,7731.96469,5703,2655702.1145455,313.5514285714286,18.635825201808625,310.17163346126574,70.86936136425972,337.96
337.96,10011.34708,6822,3326752.5971166,317.39285714285717,20.696572755157046,313.8774408441752,68.12705517771269,335.19
335.19,8663.47097,6586,2956522.0417874,322.82142857142856,19.461011817281427,316.71957525475506,71.70424095299705,315.19
315.19,8146.74356,6837,2638150.8892904,325.18571428571425,16.865913214866712,316.5156032851996,60.80296022032686,309.7
