MSE,MAE,R2,fold,crypto
0.06802530183245831,0.16134254401862164,0.29714762624887303,1,XRPUSDT
0.05793105401093004,0.18167282698889517,0.45534927170964745,2,XRPUSDT
0.012465195590234643,0.08809241220875756,0.7959187677583474,3,XRPUSDT
0.006211269775440088,0.0573867984869868,0.6234812796748601,4,XRPUSDT
0.09958699989353469,0.23559170417172062,0.8075946027105703,5,XRPUSDT
