MSE,MAE,R2,fold,crypto
0.015854598883230563,0.09406556949402381,0.5561031705003483,1,LTCUSDT
0.13095357380326042,0.31636129618198444,-0.09740370899150008,2,LTCUSDT
0.019377510585104993,0.1108322820588622,0.8029342862920203,3,LTCUSDT
0.01527604582519324,0.09685572345614767,0.30141395259967485,4,LTCUSDT
0.008528157913372471,0.07164844905831011,0.8131479902852763,5,LTCUSDT
