,Desvio Padrão
BTCUSDT,27790.07970430886
ETHUSDT,1217.613433242303
DOGEUSDT,0.10432124991374372
ADAUSDT,0.5362949395530351
BNBUSDT,230.58632057470365
XRPUSDT,0.5857414869104067
LTCUSDT,53.13045446180339
LINKUSDT,8.82752239592391
SOLUSDT,70.70228876074268
MATICUSDT,0.5901253266442721
